"id","code","name_gr","boundary"
32,Γ20,Κεντρο,"MULTIPOLYGON (((21.729990845664428 38.24718020426952, 21.73089267881609 38.24708926202424, 21.730901888596353 38.2470964893244, 21.731289202233928 38.24740041535907, 21.73160070705109 38.247645766438225, 21.731997807488284 38.24795692857912, 21.73231249772111 38.24820288003725, 21.732340838340846 38.24822493849249, 21.732413428869876 38.248281436536296, 21.73539527799254 38.25061885045106, 21.735400063161343 38.25063612373836, 21.735453537360943 38.25082916016488, 21.73568567259719 38.251012007527386, 21.73616723861942 38.25244786805346, 21.742368772184786 38.25135144026864, 21.743047290352525 38.250981960757834, 21.74166331179408 38.24973491304205, 21.74098206310489 38.24921579787488, 21.7407405881508 38.249144217779794, 21.7376228614416 38.24673976957418, 21.73761280630714 38.24673166866163, 21.737103474732514 38.24632130849988, 21.733425251299145 38.243497494190905, 21.729381280269568 38.246939018087915, 21.72960204192193 38.24708985079591, 21.729990845664428 38.24718020426952)), ((21.729381280269568 38.246939018087915, 21.72889427345534 38.246606273133246, 21.728988871074645 38.24667090696931, 21.729381280269568 38.246939018087915)), ((21.733628546592755 38.24923752406604, 21.733693167300757 38.24928763994541, 21.733747822060007 38.24933002661657, 21.73364887680123 38.2494076227895, 21.73426901426965 38.249896115391294, 21.734295823597748 38.24987495320353, 21.734370653365968 38.24981569275465, 21.732807633283134 38.24859045885804, 21.73281993483613 38.24860015306353, 21.733092547090685 38.24881411182523, 21.73328116264402 38.2489626540035, 21.73341276425438 38.24906629454017, 21.733628546592755 38.24923752406604)), ((21.734988055271103 38.25030155702203, 21.735045692101995 38.25034620922855, 21.735196765625503 38.25046324753696, 21.734389743112747 38.24983065660502, 21.734550997442106 38.249958996405674, 21.734592532092236 38.24999140934964, 21.734753929653923 38.25011736059962, 21.734988055271103 38.25030155702203)))"
33,Γ37,Κετες,"POLYGON ((21.75539317616316 38.237777481521114, 21.755897795572125 38.23744891270518, 21.757905106510957 38.23655748219658, 21.757538829342348 38.23622895440817, 21.75891786515174 38.23540796985732, 21.7602043660461 38.23391837365567, 21.76058511071369 38.23320378847103, 21.760699887603042 38.23066436886613, 21.755200193532094 38.23212540869117, 21.75466371469315 38.232193341738814, 21.7537138839546 38.232728278067874, 21.75120702401208 38.235531669445734, 21.749272156160465 38.23724022016016, 21.752137580863653 38.23848192448137, 21.753130475363378 38.238138689593036, 21.753839730482312 38.23858713570372, 21.75435581792095 38.238435566373724, 21.754905036577956 38.23824510627411, 21.75539317616316 38.237777481521114))"
34,Γ8,Κοτρωνι,"POLYGON ((21.757530302489194 38.271281060991925, 21.75818296487157 38.27219638989468, 21.758492359397476 38.27263029174546, 21.760984377768295 38.27485807135359, 21.76106679903484 38.2749317500812, 21.765062593266187 38.27175151812059, 21.76496810329473 38.271581527802354, 21.764866787284983 38.27139951213584, 21.764781161523672 38.27124568210363, 21.764743724531783 38.27118366889609, 21.764431304728262 38.27064932503717, 21.764402092067176 38.27059670547927, 21.764351781118133 38.27043360845074, 21.764351781084677 38.27043360834229, 21.764315765848465 38.27031685439262, 21.764231650541184 38.27004416573742, 21.764215673788826 38.269992371527856, 21.764207913103352 38.26996721224371, 21.764062573441556 38.2694960355106, 21.764050165839645 38.26945581163652, 21.76402947581396 38.269388736197044, 21.763907036156972 38.26899179267842, 21.763794323013734 38.26862637592359, 21.76376244088592 38.2685350299439, 21.76236715029032 38.26918541016288, 21.757530302489194 38.271281060991925))"
35,Γ40,Κουτσαεγλυκαδες,"POLYGON ((21.754097426260234 38.229362683396076, 21.754210811454513 38.22936127739332, 21.754565134745793 38.23154953667448, 21.7551726105618 38.23212890152029, 21.755200193532094 38.23212540869117, 21.760699887603042 38.23066436886613, 21.76069839746339 38.228200340678825, 21.76062306051894 38.22474429488917, 21.76077699312163 38.22452788451447, 21.76077686080744 38.22452009388625, 21.760774185361463 38.22436202894477, 21.76077291151051 38.22428683587587, 21.76076339735272 38.22377511475314, 21.760760049243434 38.22363082630779, 21.76075695614618 38.223497516176856, 21.76075394163837 38.223367602843126, 21.760762653147715 38.2233027321648, 21.760770717741206 38.22324267897121, 21.75777441078654 38.223278424727404, 21.756939865971415 38.223144459024866, 21.756206826367205 38.22299643788072, 21.755201162026065 38.22708431253163, 21.754097426260234 38.229362683396076))"
36,Γ33,Κρητικα,"MULTIPOLYGON (((21.749132316317212 38.24503790936438, 21.747610852095068 38.24444355539987, 21.746857035291047 38.24419506194657, 21.744919457235408 38.24496527154373, 21.743622520611734 38.24512676083266, 21.743325513374092 38.243724054934624, 21.743177552744466 38.243412237175825, 21.742146399580665 38.24385569080789, 21.74213071303799 38.24386243678436, 21.744022707775134 38.24586323059917, 21.744022707775137 38.24586323059917, 21.744022707775137 38.24586323059917, 21.74408010068023 38.24586805674249, 21.744137735882912 38.245940289652154, 21.74980859635514 38.24568048042061, 21.74980467592458 38.245298850480566, 21.749132316317212 38.24503790936438)), ((21.748323332957316 38.24701558339468, 21.74759862720802 38.247166469898424, 21.747266805215347 38.24826983051522, 21.748348974578764 38.24864058598488, 21.74958848597904 38.24838639789284, 21.75002936132481 38.248839915085284, 21.750169287526987 38.24843139308336, 21.749986274163994 38.247781024989024, 21.74869174324702 38.247663937138164, 21.748323332957316 38.24701558339468)))"
37,Γ50,Κρυα-Ιτεων,"MULTIPOLYGON (((21.724691025143127 38.20478468341344, 21.72592951574937 38.205394212049036, 21.72692972461328 38.206321047690054, 21.727470380470667 38.2061801656884, 21.728339400170835 38.20613002479447, 21.728263909216665 38.20526044015027, 21.725386337334456 38.203025152026804, 21.723836827067792 38.20423263465767, 21.723862857987864 38.204269000906116, 21.724413841589893 38.20441116581301, 21.724691025143127 38.20478468341344)), ((21.719508754527926 38.2143913706421, 21.71976976646838 38.21529641439467, 21.719790563080792 38.2153685249268, 21.719797780062038 38.21539354948462, 21.719933561366144 38.21580433991973, 21.720681352000213 38.218066627253805, 21.721379699215586 38.21796098497268, 21.722385702152945 38.21777887434955, 21.722759458470843 38.21771121361344, 21.723816551778505 38.21753622664809, 21.724389875796245 38.21717542393947, 21.724398761219305 38.21716011654751, 21.72450483530309 38.216977386665725, 21.725234647476626 38.21644319025139, 21.725935602828578 38.21644724020823, 21.726534947522538 38.21623579459582, 21.72633577847102 38.21447960531172, 21.726304128974522 38.212466456223765, 21.720653488468496 38.21411798202234, 21.719508754527926 38.2143913706421)), ((21.715185015570647 38.210973603801804, 21.716081387097116 38.21502372192966, 21.715224706330346 38.21502894467259, 21.71523352758203 38.21593013114655, 21.71695575279503 38.216820865071, 21.717254590153313 38.21817089922035, 21.718401310371068 38.218614506640634, 21.719273559073617 38.220186334182046, 21.71928686846146 38.221538111450606, 21.7187201305915 38.22199220247841, 21.719300178740585 38.22288988840312, 21.71904294601957 38.223729235764154, 21.719562206537045 38.223618029419754, 21.7200916607475 38.223504637256966, 21.721092738831494 38.22323455012709, 21.720824600096492 38.22210428140333, 21.72017636612717 38.219731728306684, 21.71882625787181 38.216517473477474, 21.71813582764834 38.2145342526479, 21.717914456951046 38.21452757853337, 21.717431631880764 38.213510133099405, 21.71618040508869 38.2113431880216, 21.71551540798667 38.210768639683224, 21.715223538525166 38.210949705589336, 21.715223538525173 38.210949705589314, 21.715185015570647 38.210973603801804)))"
38,Γ39,Λαγγουρα,"POLYGON ((21.756206826367205 38.22299643788072, 21.7561964858565 38.22299434965319, 21.75480916391201 38.22259388413469, 21.7538669899347 38.22264832876578, 21.74822168873824 38.2257806308853, 21.74776761968604 38.2260136155973, 21.747913734988632 38.227748841481386, 21.747799156824176 38.22984337703111, 21.74862969006841 38.22978234194962, 21.75187865996997 38.2295919241055, 21.754097426260234 38.229362683396076, 21.755201162026065 38.22708431253163, 21.756206826367205 38.22299643788072))"
39,Γ53,Μακρυγιαννη,"POLYGON ((21.744766371868124 38.20958183107712, 21.739797348225398 38.21043321683733, 21.738680171470822 38.21048750607478, 21.73637324216992 38.21088540780478, 21.73745632265582 38.21435538064782, 21.738055290329303 38.216871454884384, 21.738593873550116 38.21846378193043, 21.74468694357224 38.21655667757785, 21.745171731307735 38.216266006515745, 21.746157137759777 38.214690550570445, 21.746004411145776 38.21386386019895, 21.745921105188273 38.213234040868464, 21.744766371868124 38.20958183107712))"
40,Γ54,Μεταμορφωση Σωτηρως,"POLYGON ((21.727203728565787 38.20675078959682, 21.727220306758195 38.206791609966366, 21.727296680385887 38.20696157949549, 21.72729439105742 38.207143361558856, 21.72754776749905 38.20718741620713, 21.727572946504523 38.20728914074199, 21.727616798080632 38.207483396176364, 21.72765451876158 38.20764397375047, 21.727662238776336 38.207674995327736, 21.727764319182764 38.20810214820161, 21.72782872629509 38.2081162349046, 21.728013491644194 38.2081566460526, 21.72812518690056 38.20817172654965, 21.728124257103303 38.20817687447022, 21.728158891853326 38.20821749012552, 21.728254381785987 38.208163061517595, 21.72834165190604 38.20811331884074, 21.728453442870165 38.2080558301667, 21.728471684497286 38.208046915845905, 21.728475850264942 38.20804487960918, 21.72851891743729 38.208023834023216, 21.728949239506143 38.20784144472509, 21.728958669898873 38.20783744800145, 21.72896199989605 38.20784321812139, 21.728982063347953 38.20787798282584, 21.729012993489654 38.20793157695894, 21.729053656932027 38.20800203493681, 21.729105153550123 38.20809126490746, 21.729129908438185 38.20813415823559, 21.72926162831167 38.208362391989716, 21.729437869237987 38.20829501931445, 21.729842675933025 38.208140271223336, 21.72994058959735 38.2081028402366, 21.72996014226934 38.208095365522276, 21.72996299577494 38.208094274542255, 21.730011121571454 38.20807587723494, 21.730072655358274 38.20816069641025, 21.73265226150465 38.208187888422536, 21.73293287368884 38.209019495045425, 21.73624618615314 38.208161965319206, 21.736665956006426 38.20854369440019, 21.738006951243165 38.208225374276104, 21.73820429404224 38.20862639520695, 21.740919012648256 38.20819232550935, 21.74050798700114 38.20655359996553, 21.740369099104214 38.206100467573755, 21.740743604746324 38.20530959691947, 21.742830557651022 38.2051312742023, 21.742941353927417 38.20481620071265, 21.744510886097366 38.20443346790905, 21.74553125939153 38.20405582233434, 21.74629539883966 38.20400987212414, 21.747842341575893 38.20445198560558, 21.749059294276215 38.204681827406006, 21.74715473231953 38.2041193584385, 21.74619957953817 38.20393027605571, 21.745474828450995 38.20404133631365, 21.744306785379372 38.203744779108625, 21.74277208963176 38.20379053187732, 21.74092782396412 38.20348218646349, 21.739409497744553 38.20311987891316, 21.738245885043142 38.20331733312281, 21.737295614429456 38.20294567900848, 21.736655244822007 38.2028706620509, 21.735401700951417 38.20320858733164, 21.73655055012737 38.20456275773003, 21.736934486432467 38.2052381959916, 21.735930515784172 38.205638432942564, 21.73402531637376 38.20607651027218, 21.733217898842607 38.2063745277028, 21.73195179976711 38.20633452008805, 21.72984571963171 38.206043098219425, 21.728442848976844 38.206124055549324, 21.728339400170835 38.20613002479447, 21.727470380470667 38.2061801656884, 21.72692972461328 38.206321047690054, 21.72711033058887 38.206520805974385, 21.72718282377698 38.206699312090315, 21.72718800016176 38.206712057279084, 21.727203728565787 38.20675078959682))"
41,Γ52,Μπεγουλακι,"POLYGON ((21.755069329416564 38.21084076410438, 21.75503719277853 38.20967777064606, 21.755136965342984 38.207940389839074, 21.75493960300508 38.20703366854274, 21.751993728838013 38.207792972908884, 21.75139442942926 38.2079773808311, 21.75133650914254 38.20799520303023, 21.75093665141274 38.2081178564, 21.74903061344586 38.208713338598756, 21.74718875865199 38.209166495398165, 21.74492796216211 38.209526004515666, 21.744766371868124 38.20958183107712, 21.745921105188273 38.213234040868464, 21.746004411145776 38.21386386019895, 21.74907274838432 38.213119044411975, 21.749544935028517 38.21348572137413, 21.75321213295069 38.21274062203445, 21.755276115732688 38.212373781223796, 21.75509533987439 38.2111988597352, 21.755072262589856 38.2108811475519, 21.755069329416564 38.21084076410438))"
42,Γ6,Μποζαϊτικα,"POLYGON ((21.77078187904437 38.28189805400586, 21.771442544587725 38.28252527607494, 21.772428160947953 38.282401397011455, 21.775303317307916 38.28229528243847, 21.77777345952764 38.2824499334666, 21.77901732243151 38.28277366429299, 21.780949240908342 38.281421555136085, 21.779934273213726 38.28085939477823, 21.77849883222478 38.28045788152766, 21.777231631354155 38.28031406942565, 21.77557337688994 38.28027343236471, 21.77453168531484 38.28002158789092, 21.773985820554095 38.27942806926741, 21.772976720284788 38.27892896985848, 21.772834038433746 38.27842468988322, 21.772162383507073 38.27868915921427, 21.769171157509238 38.280691534986275, 21.768009263496765 38.28130110856337, 21.769748126549835 38.28289077471111, 21.77078187904437 38.28189805400586))"
43,Γ19,Νορμαν,"POLYGON ((21.743337036419877 38.2521634415634, 21.742368772184786 38.25135144026864, 21.73616723861942 38.25244786805346, 21.736766948245513 38.25429694025665, 21.73807233327651 38.25402887348455, 21.73828991347469 38.25471938157812, 21.73830539853078 38.25476852410696, 21.739228661014533 38.25769842548828, 21.742450318868386 38.256852867213645, 21.74643450484968 38.255866818786004, 21.746341209936826 38.255673971808065, 21.743337036419877 38.2521634415634))"
44,Γ38,Νοσοκομειο,"POLYGON ((21.7537138839546 38.232728278067874, 21.75466371469315 38.232193341738814, 21.7551726105618 38.23212890152029, 21.754565134745793 38.23154953667448, 21.754210811454513 38.22936127739332, 21.754097426260234 38.229362683396076, 21.75187865996997 38.2295919241055, 21.74862969006841 38.22978234194962, 21.747799156824176 38.22984337703111, 21.74773070105037 38.232074074376456, 21.747561380530662 38.232786061787046, 21.74669512956195 38.23485730755305, 21.745596129869686 38.23721117952496, 21.74529611631 38.2379206503342, 21.746490816976525 38.23799605622239, 21.747682849699764 38.23776623032526, 21.749272156160465 38.23724022016016, 21.75120702401208 38.235531669445734, 21.7537138839546 38.232728278067874))"
45,Γ34,Παγωνα Αγ. Παρασκευη,"POLYGON ((21.745187410466794 38.23926159768904, 21.74547766816581 38.24016950689925, 21.747073110121992 38.24073425703426, 21.74830142342738 38.24152601786083, 21.7490207657627 38.240255972368715, 21.749502941813322 38.23993685718432, 21.75129908159719 38.23982109928495, 21.752680896710316 38.23960546701094, 21.753758889475172 38.239961222973086, 21.75392160412845 38.24014530143082, 21.755107456809093 38.24042781004988, 21.755637522344088 38.23992871538424, 21.75435581792095 38.238435566373724, 21.753839730482312 38.23858713570372, 21.753130475363378 38.238138689593036, 21.752137580863653 38.23848192448137, 21.749272156160465 38.23724022016016, 21.747682849699764 38.23776623032526, 21.746490816976525 38.23799605622239, 21.74529611631 38.2379206503342, 21.745132770994775 38.23827633062288, 21.745187410466794 38.23926159768904))"
46,Γ17,Παναχαϊκη - Γλυφαδα,"POLYGON ((21.738829084252608 38.26174700730428, 21.738579841528065 38.26535350371448, 21.73913254806232 38.265313683503955, 21.73913258148668 38.26536162997389, 21.73913454354742 38.26542185345616, 21.739206276775235 38.26931001253059, 21.740893497952438 38.26902937900048, 21.743640845960243 38.26806836422015, 21.746228394217443 38.26727056280436, 21.749015344820133 38.26632990663554, 21.750638912565435 38.26619297384551, 21.753794684762077 38.26638224802131, 21.751854445804533 38.263757601701094, 21.74961241505726 38.26091398694773, 21.748990791958825 38.26004020070901, 21.748962229622745 38.26000013744046, 21.746828722724743 38.260768982638474, 21.74211748413234 38.261924087398505, 21.73908521298379 38.26281133924308, 21.738759998244305 38.26017516923167, 21.738588863918746 38.25927644184594, 21.73536838823402 38.2586144323633, 21.736234671152797 38.25951023304418, 21.738237081247053 38.25972296065442, 21.738829084252608 38.26174700730428))"
47,Γ43,Περιβολα,"POLYGON ((21.775311099676163 38.214871998161314, 21.774859356136147 38.2132201934267, 21.77605972708405 38.21281291979275, 21.777071144946955 38.21190506522065, 21.776872847433236 38.210171612844086, 21.775921181852596 38.20836332851606, 21.775243208636443 38.207414225069655, 21.77373541413824 38.206011343538464, 21.77261720197084 38.2061212180048, 21.77050206690318 38.2066149246768, 21.768127358352267 38.20723045147355, 21.766757984794065 38.207322336604506, 21.763983840190463 38.20628591476154, 21.763469627046458 38.20642583274136, 21.763197311839225 38.208348249898364, 21.764432712791265 38.20983153325847, 21.766387796497803 38.209352773723296, 21.766228851613114 38.21077867969523, 21.761527336843066 38.21181945073211, 21.76025796322977 38.21070675151807, 21.759623498825192 38.210150579970595, 21.756171455652314 38.20958574897345, 21.75507790885668 38.20940679734367, 21.755052785636053 38.20940625047822, 21.755052625822433 38.20940903333945, 21.75503719277853 38.20967777064606, 21.755069329416564 38.21084076410438, 21.755072262589856 38.2108811475519, 21.755092989408556 38.21116649451321, 21.75509533987439 38.2111988597352, 21.755276115732688 38.212373781223796, 21.755505186342205 38.2130857798967, 21.756051594288987 38.21391970993009, 21.756229961000084 38.21412797424279, 21.75674533488238 38.21486655820249, 21.76144961429321 38.21366709758764, 21.767698304168718 38.21207349888407, 21.771573873680193 38.215946184766544, 21.775311099676163 38.214871998161314))"
48,Γ30,Πλατεια Ελευθεριας,"POLYGON ((21.740624342946838 38.23141523558324, 21.740751828192032 38.231837296607935, 21.740576879086365 38.23309512789474, 21.740195969199846 38.23434775353641, 21.73990216899089 38.23711987293768, 21.745596129869686 38.23721117952496, 21.74669512956195 38.23485730755305, 21.74408792268392 38.23222162125819, 21.743208211994588 38.231199794374135, 21.74141505741763 38.229647366638645, 21.74128743203143 38.22936630880573, 21.7398642265996 38.23046184658623, 21.740624342946838 38.23141523558324))"
49,Γ7,Προαστειο,"POLYGON ((21.772392790909546 38.28547746721729, 21.785359064812127 38.283750208119656, 21.787074012590516 38.283738715431596, 21.787921744658508 38.28283179869145, 21.790784840974105 38.28326314845168, 21.79248997728923 38.2823504165023, 21.793635704927862 38.282567978215816, 21.79533833058431 38.28142991537711, 21.797058146506842 38.28186885704636, 21.79905392228526 38.28140466812199, 21.799632965552096 38.28207664249504, 21.803341137687983 38.28137539047989, 21.80219044307276 38.28070734450203, 21.799906421443243 38.28094824577267, 21.799317503714093 38.27937511351005, 21.7981644105818 38.278481737217724, 21.79814961159245 38.27712999780657, 21.794986180583077 38.27534902121443, 21.79469056727281 38.27444979650801, 21.795254770785277 38.2737700531127, 21.768690908310756 38.27529893795645, 21.768571184397413 38.27545115825559, 21.767438480105103 38.27474459881641, 21.765716167389794 38.27256677633637, 21.76560489616402 38.27242353354896, 21.765303851426157 38.27206230386206, 21.76509813054483 38.27181545127802, 21.765062593266187 38.27175151812059, 21.76106679903484 38.2749317500812, 21.761570714000655 38.275382209521446, 21.765565822293734 38.27895204942704, 21.76675534052527 38.2800956447842, 21.768009263496765 38.28130110856337, 21.769171157509238 38.280691534986275, 21.772162383507073 38.27868915921427, 21.772834038433746 38.27842468988322, 21.772976720284788 38.27892896985848, 21.773985820554095 38.27942806926741, 21.77453168531484 38.28002158789092, 21.77557337688994 38.28027343236471, 21.777231631354155 38.28031406942565, 21.77849883222478 38.28045788152766, 21.779934273213726 38.28085939477823, 21.780949240908342 38.281421555136085, 21.77901732243151 38.28277366429299, 21.77777345952764 38.2824499334666, 21.775303317307916 38.28229528243847, 21.772428160947953 38.282401397011455, 21.771442544587725 38.28252527607494, 21.77078187904437 38.28189805400586, 21.769748126549835 38.28289077471111, 21.77132721294237 38.28450196436986, 21.772392790909546 38.28547746721729))"
50,Γ27,Σκαγιοπουλειο,"POLYGON ((21.72954088171275 38.23232105416078, 21.728866864167994 38.23212220881548, 21.729023752031708 38.23420879282228, 21.729046279962926 38.2356477314204, 21.729461780585382 38.237978229808405, 21.73449017933571 38.23738769032919, 21.736917439759065 38.237065805863324, 21.7369241237805 38.237038337335825, 21.73743416648875 38.23599587141854, 21.737516624952598 38.23497703369026, 21.737366675697054 38.23415877329082, 21.736320649128658 38.2324482530395, 21.733775714102713 38.23326005176973, 21.72954088171275 38.23232105416078))"
51,Γ23,Ταμπαχανα,"POLYGON ((21.742426638070345 38.23958400260502, 21.73969936003189 38.2406828107747, 21.742146399580665 38.24385569080789, 21.743177552744466 38.243412237175825, 21.743325513374092 38.243724054934624, 21.743634671157434 38.24360580901135, 21.744401892070055 38.241670352453426, 21.74547766816581 38.24016950689925, 21.745187410466794 38.23926159768904, 21.745132770994775 38.23827633062288, 21.74529611631 38.2379206503342, 21.744681825873656 38.23838167478478, 21.742426638070345 38.23958400260502))"
52,Γ43,Τει,"POLYGON ((21.755276115732688 38.212373781223796, 21.75321213295069 38.21274062203445, 21.749544935028517 38.21348572137413, 21.74907274838432 38.213119044411975, 21.746004411145776 38.21386386019895, 21.746157137759777 38.214690550570445, 21.745171731307735 38.216266006515745, 21.74468694357224 38.21655667757785, 21.744488305929533 38.21741114620821, 21.746071510454183 38.22032986453696, 21.74690604330568 38.22009198972494, 21.750470976016498 38.21958819916208, 21.751995412033253 38.21807249834314, 21.756051594288987 38.21391970993009, 21.755505186342205 38.2130857798967, 21.755276115732688 38.212373781223796))"
53,Γ29,Τριαντειος,"POLYGON ((21.7362972815675 38.23241451254785, 21.736320649128658 38.2324482530395, 21.737366675697054 38.23415877329082, 21.737516624952598 38.23497703369026, 21.73743416648875 38.23599587141854, 21.7369241237805 38.237038337335825, 21.73990216899089 38.23711987293768, 21.740195969199846 38.23434775353641, 21.740576879086365 38.23309512789474, 21.740751828192032 38.231837296607935, 21.740624342946838 38.23141523558324, 21.7398642265996 38.23046184658623, 21.738102344018536 38.23178383066774, 21.7362972815675 38.23241451254785))"
54,Γ25,Τριων Ναυαρχων,"MULTIPOLYGON (((21.72589392859149 38.243830720306626, 21.72603843130392 38.244141071878964, 21.726257449569275 38.244388496210334, 21.726554736171856 38.24459810033452, 21.72691116069823 38.24480169596183, 21.72694335353095 38.244816490141886, 21.726999007083194 38.244763613613685, 21.7269915051247 38.244758692529054, 21.727006224800462 38.2447446505609, 21.727013069680705 38.2447486578327, 21.727028012116943 38.24473480039402, 21.727198083390636 38.24483937697591, 21.72741758691151 38.24497464660613, 21.727630302400716 38.245104107536534, 21.727711994898378 38.24515392478667, 21.72785814819353 38.24524305216456, 21.72797736563705 38.2453163203878, 21.728140336608988 38.24541647887659, 21.72842303080609 38.24558838287762, 21.728442524960485 38.245597140410126, 21.728458897494946 38.24560340457594, 21.728467898898217 38.24560420963282, 21.728472060215232 38.24560266826633, 21.728476035037293 38.24559911658227, 21.728476996394154 38.245598258446286, 21.728494315790673 38.24557988503478, 21.72872334389488 38.24571187888387, 21.728560356522685 38.24637812311493, 21.72889427553855 38.2466062745566, 21.72889427345534 38.246606273133246, 21.729381280269568 38.246939018087915, 21.733425251299145 38.243497494190905, 21.730106046937525 38.24097517188813, 21.729461780585382 38.237978229808405, 21.725862736362295 38.23840474230151, 21.72584131776771 38.23830039529209, 21.72430267846679 38.237729546281805, 21.724615160157136 38.240431326052054, 21.726352158900713 38.241779951521146, 21.72586278189206 38.2423567338117, 21.72581596276683 38.242485995381514, 21.72575859254352 38.24264438435262, 21.72575710915466 38.24283746884645, 21.725786233801276 38.24306690788838, 21.725796910092814 38.24312640987294, 21.72589392859149 38.243830720306626)), ((21.7258481244218 38.2435544667259, 21.72589392859149 38.243830720306626, 21.72584473373543 38.24347358971445, 21.7258481244218 38.2435544667259)), ((21.728679954562068 38.24588710991581, 21.728671587647877 38.245923444438446, 21.72872334389488 38.24571187888387, 21.728706831056417 38.24576517345761, 21.72868984741192 38.24581890945291, 21.728679954562068 38.24588710991581)))"
55,Γ44,Ψαροφαϊ,"POLYGON ((21.740764688177652 38.22807309785091, 21.74128743203143 38.22936630880573, 21.742793397455035 38.22831821680193, 21.747767439676604 38.226011304461025, 21.747718314668962 38.22537861915244, 21.747532850656604 38.22348943808832, 21.746071510454183 38.22032986453696, 21.744488305929533 38.21741114620821, 21.74468694357224 38.21655667757785, 21.738593873550116 38.21846378193043, 21.739501725086626 38.22108057079832, 21.740764688177652 38.22807309785091))"
56,"Γ46,Γ49",Ψαχου,"POLYGON ((21.726534947522538 38.21623579459582, 21.725935602828578 38.21644724020823, 21.726238881246665 38.217382925257745, 21.726631139637128 38.218372784689784, 21.72641231145278 38.21860695702408, 21.726065446449724 38.21887679322941, 21.72587080631969 38.22007144217956, 21.725891017329896 38.22036578172224, 21.72598328205043 38.2217094442512, 21.724696426894628 38.221857665835145, 21.724649100925117 38.222394361205325, 21.725188684333457 38.22295095582087, 21.72539965288074 38.223703403362805, 21.72641033000271 38.22326299304536, 21.72801710777938 38.22731199733088, 21.728444359344795 38.22980213834868, 21.729328002411513 38.2306417652392, 21.72954088171275 38.23232105416078, 21.733775714102713 38.23326005176973, 21.736320649128658 38.2324482530395, 21.7362972815675 38.23241451254785, 21.73532015954461 38.23094695922015, 21.73453254846398 38.22940173730348, 21.733899676231783 38.228733882457256, 21.733730412438046 38.22797961495014, 21.7331345478431 38.226850546625315, 21.732344730590675 38.226614752851624, 21.73183333390191 38.22617274500735, 21.73142097762575 38.22546145719806, 21.731098764373172 38.22428104723146, 21.73105708862789 38.22355064016515, 21.730702237809467 38.22359098257766, 21.73019279325918 38.22271283144904, 21.730301201414292 38.22173362401834, 21.729964284654773 38.22137234854797, 21.729918589560654 38.22128250767625, 21.72992163834354 38.221282096296456, 21.73064504609646 38.221221585774884, 21.734075247407183 38.22000045251335, 21.735521049924586 38.21954557948538, 21.734547592582707 38.21853439663589, 21.73425905183837 38.21736358372076, 21.73305378257145 38.21493829808536, 21.732427991134465 38.2138240224698, 21.731619745055127 38.21346127098517, 21.730972665884444 38.21273543052967, 21.73045384510584 38.21179356409972, 21.72949995599446 38.21182907674605, 21.726455499940236 38.212436268830004, 21.726313454538996 38.21246353989578, 21.726304128974522 38.212466456223765, 21.72633577847102 38.21447960531172, 21.726534947522538 38.21623579459582))"
57,Γ24,Ψηλα Αλωνια,"POLYGON ((21.729461780585382 38.237978229808405, 21.730106046937525 38.24097517188813, 21.733425251299145 38.243497494190905, 21.734279971996408 38.24278187813669, 21.73969936003189 38.2406828107747, 21.737673800575273 38.238016563907316, 21.736908681646415 38.23710180187581, 21.736917439759065 38.237065805863324, 21.73449017933571 38.23738769032919, 21.729461780585382 38.237978229808405))"
